,content,rating,location
9341,"[""Just spent 2 nites there with my family on a club floor room. Everything there is 5 stars ecept I really  don't like a hotel on top of a casino.   Breakfast and afternoon  tea  are good, especially one of the chinese dim sum at breakfast, taste excellent.   However, the cleaning of the room is up to standard, first when we becked to our  room at 3pm, the room still not beeen made up, we have to call the house keeping. More, after the room been cleaned, our coffee mugs which we used the nights before still there not taken away.   On the whole , the staffs are well trained and very friendly and helpful.""]",40,"Sydney, Australia50 contributions15 helpful votes"
16682,"['The highlight was the rooms, rooms were both comfortable and huge! The lobby was very nice however check-in lines do tend to be quite long. Service was great. Loved how there was a shopping mall in the hotel with a great food court and reasonable shopping variety. In the Venetian has a few nice restaurants as well; I would recommend the Indian restaurant; good find excellent atmosphere.']",50,Thailand27 contributions8 helpful votes
11470,['Have stayed in Macao many times but this hotel has to be the best for me so far. Simple and easy check in. Was given a fantastic room with view of Eiffel Tower. Was very well looked after by staff. Some parts of the pool was under maintenance which was a bit of a shame but not surprising for the time of year. My son really wanted to go on the water slide. Otherwise though this was very good value. Eiffel Tower was fun too. Lovely decor throughout. '],40,"Hong Kong, China117 contributions11 helpful votes"
16345,"['The Venetian hotel at Macao is a copy of the one in Las Vegas, so if you want to live the entire experience, I would suggest to try the Vegas one. However, the Venetian has excellent service and the staff are both welcoming and always there in case you need them. It has a nice and big casino and lots of restaurants and shops for all tastes. The room we chose was overlooking the Macao ""Strip"" and was really spacious.  There is no negative for The Venetian. Unfortunately, Macau was a big let-down for us as the casinos offering was limited and with no special shows as happened in Vegas. It seems that Macau moves to become like Atlantic City...']",40,"Cusco Region, Peru97 contributions50 helpful votes"
8506,"['staff were friendly, helpful and knowledgable about the area. could speak good english too! we checked in early and the room was not ready, however priority queue was given to collect our room keys when we went back at a later time. room was big, bed was comfortable, and the bathroom was really big too! they allocated a room on the high floor, thus the view was enjoyable. there are shuttle bus connections to Galaxy Hotel, where you could connect to almost any place in Macau. the only gripe was no free wifi access in the room, it was chargable. wifi access was only available in the lobby. overall, value for money.']",40,"Singapore, Singapore106 contributions40 helpful votes"
19513,"['We stayed in Venetian in December. Ambience was awesome. Due to Christmas ahead it was beautifully decorated. We stayed in bella suite. It   was very spacious. Canal with gondola ride and shops around was superb. Artificial sky looked natural.Food court was good. Authentic Indian food was available. Architecture of the buildings gave feeling of Venice. Light show was very good.Casino was grand.we got complimentary breakfast , one way ticket between Hongkong-Macau. overall it was a lifetime experience.']",50,ludhiana42 contributions23 helpful votes
8952,"[""An excellent location in Cotai, adjacent to the Conrad, various shopping malls, and even the Venetian is only 10-15 minutes walk, all inside. The Hard Rock is also very nearby. I stayed in a deluxe king room which was well appointed and large. It's a huge property with two towers of hotel rooms, but a great place to stay overall.""]",40,"Houston, Texas186 contributions64 helpful votes"
19074,"[""Great hotel golden peacock is excellent experience is awesome beautiful ambience excellent rooms and best room service it's best hotel gondola ride is perfect. Hotel staff is very polite and nice helpful ""]",50,"New Delhi, India115 contributions36 helpful votes"
3580,"['we have been staying this hotel for many times. One of the best Hyatt around Asia in terms of service. Hotel staff are very helpful. The lounge is one of the best for both couple and family with kids  Also, the room is clean and modern. I can feel as if i am going back home.  The only drawback is lack of indoor swimming pool.']",50,"Hong Kong, China52 contributions3 helpful votes"
14174,"['As I went to Macau for relaxation with my family, I selected Sofitel as my hotel at Easter. I found this hotel accessible and wanted to taste the dinner buffet . It was delicious. I also wanted to visit the  amazing MJ Gallery.  Anyway, it was a memorable night that we stay here. Hope to stay one more time in coming summer holiday.']",40,HK1 contribution
8222,"[""Wonderful experience and excellent services by Delilah and her team. Delilah was very helpful and welcoming and escorted us both to the Club's check-in counter and our room. We booked the Ambassador Suite, and since it was my birthday, the hotel staff decorated the room with loads of colourful balloons and flowers. It was an even nicer surprise when they brought in the cake, card and the icecream teppanyaki tray! Everyone was so thoughtful and sweet, and this certainly has been my best stay in Macau so far. We will definitely be returning in the future!""]",50,"Hong Kong, China4 contributions1 helpful vote"
20922,"['I stayed in hotel with family and friends for one night. This is an excellent hotel with huge space and facilities which include excellent shopping mall with small lake, casino etc. Rooms are quite big and are very comfortable. If someone goes to Macao, its a must go place, however it is slightly expensive.']",50,Gurgaon40 contributions22 helpful votes
8748,"['Family suite really amazing with bunk beds, special toiletries for kids, Shrekfast... Kids really loved it. However, hotel is huge and means pool can be busy, breakfast as well and checkin/out can have queue even as Gold member.  Staff was extremely friendly with kids  Small note: steak fries on the kids menu means French fries not steak and fries']",40,"Maroochydore, Australia117 contributions41 helpful votes"
16099,"[""Stayed here for 4 nights while in Macau for a business conference.  The rooms are just massive, as is the whole property.  Would have given it 5 stars if it wasn't for the smokey smell in the hallways.  The room was okay, but it seemed like people were smoking in the hallway, and it permeated the whole place.  The overall resort is really nice, really big feeling with tourists everywhere.  If i'm ever back, would recommend the venetian.""]",40,"Hoboken, New Jersey280 contributions61 helpful votes"
